"날짜","출발지","도착지","구분","유형","일별이동횟수","수량"
"20100106","5115152","2016517","회수","N11",1,467
"20100108","5115152","2016517","회수","N11",1,508
"20100111","5113634","2073233","회수","PA12",1,12
"20100114","5115152","2016517","회수","N11S",1,26
"20100115","5115152","2016517","회수","N11",1,265
"20100115","5115152","2016517","회수","N11S",1,10
"20100116","5115152","2016517","회수","N11",1,963
"20100119","5115152","2016517","회수","IN11",1,6
"20100119","5115152","2016517","회수","N11S",1,28
"20100123","5115152","2016517","회수","N11S",1,18
"20100125","5113634","2073233","회수","PA11",1,18
"20100126","5115152","2016517","회수","N11",1,772
"20100128","5113634","2073233","회수","PA95",1,1
"20100130","5083226","2056331","회수","N11",1,12
"20100130","5083226","2056331","회수","N12",1,7
"20100201","5115152","2016517","회수","IN11",1,9
"20100202","5115152","2016517","회수","N11S",1,25
"20100208","5113634","2073233","회수","PA11",1,9
"20100209","5083226","2056331","회수","N11",1,1
"20100210","5115152","2016517","회수","N11S",1,5
"20100212","5115152","2016517","회수","IN11",1,8
"20100211","5113634","2073233","회수","PA95",1,1
"20100213","5115152","2016517","회수","N11S",1,63
"20100218","5115152","2016517","회수","IN11",1,6
"20100219","5115152","2016517","회수","N11",1,1772
"20100226","5083226","2056331","회수","N12",1,14
"20100301","5083226","2056331","회수","N11",1,9
"20100301","5083226","2056331","회수","N12",1,7
"20100301","5115152","2016517","회수","IN11",1,21
"20100308","5113634","2073233","회수","PA12",1,20
"20100315","5115152","2016517","회수","IN11",1,10
"20100315","5115152","2108639","회수","N11",1,236
"20100315","5115152","2108639","회수","N11S",1,4
"20100317","5115152","2016517","회수","N11S",1,4
"20100319","5115152","2016517","회수","IN11",1,6
"20100320","5083226","2056331","회수","N11",1,5
"20100322","5115152","2016517","회수","N11",1,827
"20100324","5083226","2056331","회수","N12",1,16
"20100329","5115152","2016517","회수","N11S",1,17
"20100403","5115152","2016517","회수","N11S",1,13
"20100331","5115152","2016517","회수","N11S",1,11
"20100325","5115152","2016517","회수","IN11",1,6
"20100327","5115152","2016517","회수","N11S",1,3
"20100410","5115152","2016517","회수","IN11",1,5
"20100409","5115152","2016517","회수","IN11",1,3
"20100417","5115152","2016517","회수","IN11",1,6
"20100423","5115152","2016517","회수","N11S",1,5
"20100428","5115152","2016517","회수","N11S",1,2
"20100427","5113634","2073233","회수","PA11",1,3
"20100501","5083226","2056331","회수","N11",1,31
"20100430","5115152","2016517","회수","N11",1,829
"20100424","5115152","2016517","회수","N11S",1,10
"20100508","5083226","2056331","회수","N12",1,3
"20100507","5115152","2016517","회수","IN11",1,6
"20100513","5113634","2073233","회수","PA12",1,19
"20100513","5115152","2016517","회수","N11S",1,8
"20100528","5115152","2016517","회수","IN11",1,10
"20100601","5113634","2073233","회수","PA11",1,15
"20100601","5113634","2073233","회수","PA12",1,39
"20100601","5115152","2016517","회수","IN11",1,4
"20100530","5083226","2056331","회수","N11S",1,2
"20100608","5115152","2016517","회수","N11S",1,11
"20100603","5115152","2016517","회수","N11",1,550
"20100622","5152378","2027528","회수","L14",1,13
"20100622","5115152","2016517","회수","N11",1,792
"20100621","5113634","2073233","회수","PA12",1,48
"20100618","5115152","2016517","회수","N11S",1,11
"20100614","5115152","2016517","회수","N11S",1,14
"20100612","5115152","2016517","회수","N11",1,826
"20100626","5115152","2016517","회수","N11S",1,6
"20100630","5115152","2016517","회수","N11",1,265
"20100624","5115152","2016517","회수","IN11",1,4
"20100705","5115152","2016517","회수","N11S",1,23
"20100710","5083226","2056331","회수","N12",1,10
"20100703","5115152","2016517","회수","N11",1,549
"20100715","5115152","2016517","회수","N11",1,1067
"20100717","5115152","2016517","회수","IN11",1,4
"20100717","5115152","2016517","회수","N11S",1,9
"20100717","5083226","2056331","회수","N11",1,5
"20100713","5083226","2056331","회수","N11",1,10
"20100713","5115152","2016517","회수","N11S",1,18
"20100724","5083226","2056331","회수","N11",1,4
"20100724","5115152","2016517","회수","IN11",1,6
"20100729","5115152","2016517","회수","N11",1,781
"20100729","5115152","2016517","회수","N11S",1,19
"20100727","5113634","2073233","회수","PA11",1,11
"20100727","5115152","2016517","회수","N11S",1,21
"20100728","5115152","2016517","회수","IN11",1,8
"20100803","5083226","2056331","회수","N12",1,3
"20100810","5083226","2056331","회수","N11",1,10
"20100810","5115152","2016517","회수","IN11",1,8
"20100809","5113634","2073233","회수","PA11",1,19
"20100809","5113634","2073233","회수","PA12",1,14
"20100806","5115152","2016517","회수","IN11",1,8
"20100806","5115152","2016517","회수","N11",1,1292
"20100802","5115152","2016517","회수","N11S",1,42
"20100731","5113634","2073233","회수","PA11",1,17
"20100814","5113634","2073233","회수","PA11",1,11
"20100816","5115152","2016517","회수","N11",1,1011
"20100824","5115152","2016517","회수","IN11",1,2
"20100824","5115152","2016517","회수","N11",1,797
"20100824","5115152","2016517","회수","N11S",1,5
"20100824","5083226","2056331","회수","N11",1,10
"20100824","5083226","2056331","회수","N12",1,12
"20100830","5115152","2016517","회수","N11S",1,13
"20100826","5083226","2056331","회수","N11",1,9
"20100825","5083226","2056331","회수","N11S",1,1
"20100902","5083226","2056331","회수","N12",1,6
"20100901","5083226","2056331","회수","N12",1,11
"20100901","5115152","2016517","회수","N11",1,792
"20100906","5115152","2016517","회수","N11",1,516
"20100916","5115152","2016517","회수","IN11",1,3
"20100915","5115152","2016517","회수","N11S",1,18
"20100913","5115152","2016517","회수","N11S",1,15
"20100909","5083226","2056331","회수","N11",1,7
"20100909","5115152","2016517","회수","N11S",1,10
"20100925","5083226","2056331","회수","N12",1,36
"20100921","5115152","2016517","회수","N11S",1,14
"20100921","5115152","2108639","회수","N11",1,2937
"20100928","5115152","2108639","회수","N11S",1,27
"20100927","5115152","2016517","회수","IN11",1,6
"20100918","5115152","2016517","회수","N11",1,1852
"20100919","5113634","2073233","회수","PA11",1,41
"20101004","5115152","2016517","회수","N11",1,1574
"20101009","5115152","2108639","회수","N11S",1,7
"20101008","5152378","2027528","회수","L14",1,10
"20101006","5115152","2016517","회수","N11",1,480
"20101019","5115152","2016517","회수","IN11",1,6
"20101016","5115152","2016517","회수","N11S",1,19
"20101016","5115152","2108639","회수","N11S",1,4
"20101011","5115152","2016517","회수","IN11",1,4
"20101027","5115152","2108639","회수","N11",1,276
"20101028","5113634","2073233","회수","PA12",1,32
"20101028","5115152","2108639","회수","N11S",1,3
"20101025","5115152","2016517","회수","N11S",1,12
"20101026","5115152","2016517","회수","IN11",1,9
"20101026","5115152","2016517","회수","N11",1,791
"20101020","5113634","2073233","회수","PA12",1,59
"20101021","5115152","2016517","회수","IN11",1,2
"20101021","5115152","2016517","회수","N11",1,232
"20101102","5083226","2056331","회수","N11",1,7
"20101106","5115152","2016517","회수","N11",1,787
"20101106","5115152","2108639","회수","N11",1,276
"20101104","5115152","2108639","회수","N11",1,269
"20101104","5115152","2108639","회수","N11S",1,11
"20101031","5083226","2056331","회수","N11",1,14
"20101029","5115152","2016517","회수","N11",1,615
"20101029","5152378","2027528","회수","L14",1,46
"20101116","5115152","2016517","회수","IN11",1,4
"20101115","5115152","2016517","회수","N11S",1,10
"20101112","5083226","2056331","회수","N11",1,16
"20101112","5083226","2056331","회수","N12",1,2
"20101112","5152378","2027528","회수","L14",1,52
"20101109","5115152","2016517","회수","N11",1,551
"20101122","5115152","2016517","회수","N11S",1,20
"20101123","5083226","2056331","회수","N12",1,9
"20101207","5115152","2108639","회수","N11",1,241
"20101204","5115152","2016517","회수","N11",1,1072
"20101130","5115152","2016517","회수","IN11",1,5
"20101130","5115152","2016517","회수","N11S",1,9
"20101211","5115152","2016517","회수","N11",1,793
"20101216","5115152","2016517","회수","IN11",1,4
"20101215","5115152","2016517","회수","IN11",1,2
"20101214","5115152","2016517","회수","IN11",1,6
"20101213","5115152","2016517","회수","N11S",1,15
"20101209","5083226","2056331","회수","N12",1,6
"20101227","5115152","2016517","회수","IN11",1,6
"20101227","5115152","2016517","회수","N11S",1,27
"20101225","5083226","2056331","회수","N11",1,8
"20101225","5115152","2108639","회수","N11",1,556
"20101223","5115152","2108639","회수","N11",1,275
"20101220","5113634","2073233","회수","PA12",1,49
"20110105","5115152","2108639","회수","N11",1,275
"20110106","5115152","2016517","회수","N11",1,514
"20101228","5115152","2016517","회수","N11S",1,18
"20110114","5115152","2108639","회수","N11",1,549
"20110126","5083226","2056331","회수","N11S",1,1
"20110126","5115152","2108639","회수","N11",1,278
"20110125","5115152","2016517","회수","N11",1,515
"20110122","5115152","2016517","회수","N11S",1,20
"20110122","5115152","2108639","회수","N11",1,275
"20110118","5152378","2116717","회수","L14",1,134
"20110119","5115152","2016517","회수","IN11",1,5
"20110131","5115152","2016517","회수","IN11",1,3
"20110130","5083226","2056331","회수","N12",1,16
"20110129","5115152","2066007","회수","N11S",1,1
"20110208","5115152","2016517","회수","IN11",1,3
"20110208","5115152","2016517","회수","N11S",1,9
"20110207","5115152","2066007","회수","N11S",1,3
"20110201","5115152","2016517","회수","IN11",1,8
"20110202","5115152","2108639","회수","N11S",1,3
"20110201","5083226","2056331","회수","N11",1,6
"20110128","5083226","2056331","회수","N12",1,5
"20110212","5115152","2108639","회수","N11",1,553
"20110211","5115152","2016517","회수","N11",1,514
"20110217","5115152","2016517","회수","N11S",1,7
"20110217","5115152","2108639","회수","N11S",1,3
"20110215","5115152","2108639","회수","N11S",1,19
"20110209","5115152","2066007","회수","N11S",1,4
"20110209","5115152","2108639","회수","N11S",1,9
"20110210","5115152","2016517","회수","N11S",1,8
"20110209","5113634","2073233","회수","PA12",1,19
"20110222","5115152","2016517","회수","N11",1,791
"20110225","5115152","2066007","회수","N11",1,238
"20110225","5115152","2066007","회수","N11S",1,6
"20110224","5083226","2056331","회수","N12",1,7
"20110223","5115152","2108639","회수","N11",1,277
"20110221","5115152","2066007","회수","N11",1,239
"20110221","5083226","2056331","회수","N11",1,15
"20110221","5113634","2073233","회수","PA11",1,29
"20110303","5115152","2066007","회수","N11",1,244
"20110308","5115152","2108639","회수","N11",1,240
"20110307","5115152","2016517","회수","N11",1,1031
"20110304","5115152","2066007","회수","N11",1,242
"20110305","5115152","2016517","회수","N11",1,1196
"20110305","5115152","2016517","회수","N11S",1,20
"20110301","5115152","2016517","회수","IN11",1,4
"20110312","5083226","2056331","회수","N12",1,1
"20110312","5115152","2016517","회수","N11",2,824
"20110311","5115152","2108639","회수","N11S",1,5
"20110315","5083226","2056331","회수","N12",1,5
"20110315","5115152","2016517","회수","N11",1,1297
"20110314","5115152","2016517","회수","N11",1,1299
"20110310","5083226","2056331","회수","N12",1,3
"20110310","5115152","2016517","회수","N11",1,1303
"20110321","5083226","2056331","회수","N12",1,4
"20110322","5083226","2056331","회수","N12",1,7
"20110321","5115152","2016517","회수","N12",1,6
"20110326","5083226","2056331","회수","L14",1,1
"20110325","5115152","2016517","회수","N11S",1,17
"20110319","5083226","2056331","회수","N11S",1,1
"20110331","5115152","2016517","회수","N11",1,415
"20110405","5083226","2056331","회수","N11",1,15
"20110401","5115152","2016517","회수","N11S",1,9
"20110328","5115152","2016517","회수","N11",1,826
"20110407","5083226","2056331","회수","N12",1,6
"20110409","5083226","2056331","회수","N11",1,17
"20110408","5115152","2016517","회수","N11S",1,7
"20110413","5115152","2108639","회수","N11S",1,6
"20110421","5083226","2056331","회수","N12",1,1
"20110419","5115152","2016517","회수","N11",1,1022
"20110415","5115152","2016517","회수","N11",1,452
"20110415","5115152","2016517","회수","N11S",1,6
"20110414","5113634","2073233","회수","PA11",1,29
"20110414","5113634","2073233","회수","PA12",1,8
"20110426","5115152","2016517","회수","N11S",1,4
"20110430","5115152","2016517","회수","IN11",1,5
"20110430","5115152","2016517","회수","N11S",1,18
"20110428","5113634","2073233","회수","PA12",1,12
"20110505","5115152","2016517","회수","IN11",1,7
"20110505","5115152","2016517","회수","N11S",1,13
"20110506","5115152","2016517","회수","N11",1,1094
"20110506","5115152","2016517","회수","N11S",1,21
"20110512","5083226","2056331","회수","N11",1,1
"20110509","5115152","2016517","회수","N11",1,517
"20110510","5115152","2016517","회수","IN11",1,6
"20110507","5113634","2073233","회수","PA11",1,6
"20110507","5083226","2056331","회수","N12",1,5
"20110504","5115152","2016517","회수","N11S",1,19
"20110504","5083226","2056331","회수","N11",1,12
"20110503","5083226","2056331","회수","N11",1,14
"20110503","5083226","2056331","회수","N11S",1,1
"20110503","5083226","2056331","회수","N12",1,2
"20110516","5083226","2056331","회수","N11",1,56
"20110521","5113634","2073233","회수","PA11",1,22
"20110521","5083226","2056331","회수","N11",1,35
"20110519","5115152","2016517","회수","N11S",1,7
"20110518","5115152","2016517","회수","IN11",1,2
"20110513","5083226","2056331","회수","N11",1,7
"20110525","5083226","2056331","회수","N11",1,31
"20110525","5083226","2056331","회수","N12",1,22
"20110529","5083226","2056331","회수","N11S",1,2
"20110530","5115152","2016517","회수","N11",1,272
"20110528","5113634","2073233","회수","PA12",1,16
"20110528","5115152","2016517","회수","IN11",1,2
"20110523","5113634","2073233","회수","PA12",1,10
"20110602","5115152","2016517","회수","IN11",1,2
"20110608","5083226","2056331","회수","N11S",1,6
"20110608","5113634","2073233","회수","PA12",1,9
"20110608","5115152","2016517","회수","N11",1,511
"20110607","5115152","2016517","회수","N11",1,513
"20110607","5115152","2016517","회수","N11S",1,9
"20110606","5083226","2056331","회수","N11S",1,2
"20110601","5115152","2016517","회수","N11",1,547
"20110531","5115152","2016517","회수","N11S",1,18
"20110613","5115152","2016517","회수","N11S",1,5
"20110611","5115152","2016517","회수","N11",1,1272
"20110616","5115152","2016517","회수","N11",1,246
"20110616","5083226","2056331","회수","N11",1,20
"20110616","5083226","2056331","회수","N12",1,6
"20110614","5115152","2108639","회수","N11S",1,6
"20110609","5083226","2056331","회수","N11",1,14
"20110624","5083226","2056331","회수","N11",1,23
"20110624","5083226","2056331","회수","N12",1,11
"20110625","5115152","2016517","회수","N11",1,1309
"20110620","5115152","2016517","회수","N11",1,1605
"20110630","5115152","2108639","회수","N11S",1,6
"20110629","5115152","2016517","회수","N11S",1,6
"20110629","5083226","2056331","회수","N12",1,4
"20110705","5115152","2016517","회수","N11S",1,17
"20110704","5115152","2108639","회수","N11S",1,4
"20110702","5115152","2016517","회수","N11",1,787
"20110628","5115152","2016517","회수","IN11",1,2
"20110709","5083226","2056331","회수","N11",1,48
"20110707","5115152","2016517","회수","N11S",1,3
"20110713","5115152","2108639","회수","N11",1,278
"20110713","5152378","2116717","회수","L14",1,123
"20110718","5115152","2016517","회수","N11",1,1033
"20110721","5115152","2016517","회수","N11",1,277
"20110722","5115152","2016517","회수","N11",1,478
"20110721","5083226","2056331","회수","N11",1,8
"20110719","5115152","2016517","회수","N11",1,780
"20110719","5115152","2108639","회수","N11",1,276
"20110720","5083226","2056331","회수","P13",1,1
"20110720","5113634","2073233","회수","PA12",1,30
"20110719","5083226","2056331","회수","N11",1,14
"20110801","5115152","2016517","회수","IN11",1,3
"20110801","5115152","2016517","회수","N11S",1,17
"20110728","5083226","2056331","회수","N11",1,53
"20110728","5083226","2056331","회수","P13",1,1
"20110805","5115152","2016517","회수","IN11",1,3
"20110804","5115152","2016517","회수","IN11",1,5
"20110806","5115152","2016517","회수","IN11",1,6
"20110803","5083226","2056331","회수","N11",1,4
"20110802","5115152","2016517","회수","IN11",1,4
"20110813","5083226","2056331","회수","N11",1,15
"20110815","5083226","2056331","회수","N12",1,7
"20110820","5115152","2016517","회수","IN11",1,2
"20110820","5083226","2056331","회수","N11",1,11
"20110818","5115152","2016517","회수","IN11",1,2
"20110818","5115152","2016517","회수","N11",1,274
"20110811","5115152","2016517","회수","N11",1,783
"20110812","5115152","2016517","회수","IN11",1,2
"20110812","5115152","2016517","회수","N11S",1,9
"20110811","5083226","2056331","회수","P11",1,1
"20110824","5113634","2073233","회수","PA12",1,48
"20110824","5083226","2056331","회수","N11",1,17
"20110823","5083226","2056331","회수","N12",1,15
"20110822","5083226","2056331","회수","N11",1,2
"20110901","5113634","2073233","회수","PA11",1,21
"20110909","5115152","2108639","회수","N11",1,1073
"20110914","5083226","2056331","회수","N11",1,54
"20110914","5083226","2056331","회수","P11",1,1
"20110910","5115152","2016517","회수","N11",1,2086
"20110921","5115152","2016517","회수","IN11",1,2
"20110921","5115152","2108639","회수","N11S",1,5
"20110920","5115152","2016517","회수","N11S",1,4
"20110926","5083226","2056331","회수","N12",1,6
"20110924","5113634","2073233","회수","PA12",1,22
"20110924","5115152","2016517","회수","N11",1,1064
"20110919","5115152","2108639","회수","N11",1,2107
"20110917","5115152","2108639","회수","N11",1,2141
"20110917","5115152","2108639","회수","N11S",1,27
"20111005","5115152","2016517","회수","N11S",1,8
"20111004","5083226","2056331","회수","N12",1,5
"20111004","5115152","2108639","회수","N11",1,558
"20111003","5115152","2016517","회수","N11Y",1,5
"20110928","5083226","2056331","회수","N11",1,6
"20111007","5115152","2016517","회수","N11S",1,5
"20111007","5115152","2066007","회수","N11",1,241
"20111010","5115152","2016517","회수","N11S",1,4
"20111010","5115152","2108639","회수","N11S",1,10
"20111011","5115152","2016517","회수","N11",1,552
"20111018","5083226","2056331","회수","N11",1,10
"20111021","5083226","2056331","회수","N11",1,18
"20111019","5083226","2056331","회수","N12",1,16
"20111014","5115152","2066007","회수","N11S",1,3
"20111015","5113634","2073233","회수","PA12",1,15
"20111027","5115152","2108639","회수","N11",1,277
"20111101","5115152","2016517","회수","N11",1,552
"20111025","5115152","2108639","회수","N11S",1,3
"20111024","5115152","2016517","회수","N11",1,517
"20111104","5083226","2056331","회수","N11",1,18
"20111109","5113634","2073233","회수","PA11",1,7
"20111108","5083226","2056331","회수","PA11",1,1
"20111102","5083226","2056331","회수","N11",1,5
"20111102","5113634","2073233","회수","PA12",1,24
"20111114","5115152","2016517","회수","N11",1,548
"20111114","5083226","2056331","회수","N11",1,41
"20111122","5115152","2066007","회수","N11",1,243
"20111123","5115152","2016517","회수","N11S",1,6
"20111122","5083226","2056331","회수","N11",1,23
"20111122","5113634","2167888","회수","PA12",1,38
"20111124","5115152","2016517","회수","N11",1,546
"20111119","5115152","2016517","회수","N11",1,1344
"20111121","5115152","2016517","회수","N11",1,553
"20111121","5115152","2066007","회수","N11S",1,3
"20111202","5115152","2016517","회수","N11",1,548
"20111202","5115152","2016517","회수","N11S",1,12
"20111203","5113634","2073233","회수","PA11",1,21
"20111203","5083226","2056331","회수","N12",1,6
"20111129","5083226","2056331","회수","N11S",1,2
"20111212","5115152","2016517","회수","N11S",1,1
"20111216","5083226","2056331","회수","N11",1,1
"20111213","5115152","2108639","회수","N11S",1,4
"20111208","5115152","2108639","회수","N11",1,279
"20111208","5115152","2108639","회수","N11S",1,1
"20111220","5083226","2056331","회수","N12",1,23
"20111221","5115152","2066007","회수","N11S",1,2
"20111222","5115152","2016517","회수","N11S",1,5
"20111219","5115152","2016517","회수","N11",1,552
"20120102","5115152","2016517","회수","N11S",1,13
"20111231","5115152","2016517","회수","N12",1,80
"20120107","5113634","2169263","회수","PA12",1,13
"20120107","5115152","2016517","회수","N11",1,555
"20120106","5115152","2016517","회수","N11S",1,19
"20120110","5115152","2016517","회수","N11S",1,10
"20120116","5083226","2056331","회수","N12",1,1
"20120112","5083226","2056331","회수","N11",1,38
"20120113","5115152","2016517","회수","N11",1,826
"20120130","5083226","2056331","회수","N11",1,2
"20120128","5113634","2169263","회수","PA11",1,26
"20120125","5115152","2066007","회수","N11S",1,3
"20120203","5083226","2056331","회수","N12",1,38
"20120203","5115152","2016517","회수","N11S",1,13
"20120204","5083226","2056331","회수","N11",1,2
"20120208","5113634","2169263","회수","PA11",1,17
"20120207","5083226","2056331","회수","N11",1,103
"20120207","5115152","2016517","회수","N11S",1,16
"20120202","5115152","2108639","회수","N11S",1,8
"20120213","5083226","2056331","회수","N12",1,17
"20120214","5083226","2056331","회수","N11",1,1
"20120217","5115152","2016517","회수","N11S",1,3
"20120215","5113634","2169263","회수","PA12",1,23
"20120211","5115152","2016517","회수","N11S",1,18
"20120210","5115152","2016517","회수","N11S",1,20
"20120227","5115152","2016517","회수","N11S",1,17
"20120227","5083226","2056331","회수","N12",1,28
"20120224","5115152","2066007","회수","N11S",1,2
"20120224","5083226","2056331","회수","N12",1,58
"20120223","5115152","2016517","회수","N12",1,40
"20120221","5113634","2169263","회수","PA11",1,13
"20120302","5115152","2016517","회수","N11",1,1902
"20120302","5115152","2016517","회수","N11S",1,22
"20120302","5083226","2056331","회수","N11",1,2
"20120305","5115152","2066007","회수","N11",1,242
"20120314","5152378","2116717","회수","L14",1,126
"20120313","5083226","2056331","회수","N11",1,1
"20120312","5083226","2056331","회수","N12",1,32
"20120308","5113634","2169263","회수","PA11",1,8
"20120319","5115152","2016517","회수","N11",1,789
"20120319","5115152","2016517","회수","N11S",1,15
"20120319","5083226","2056331","회수","N11",1,1
"20120317","5115152","2016517","회수","N11",1,790
"20120321","5115152","2016517","회수","N11S",1,18
"20120327","5115152","2066007","회수","N11",1,241
"20120328","5115152","2016517","회수","N11",1,796
"20120328","5115152","2016517","회수","N11S",1,8
"20120324","5115152","2066007","회수","N11",1,244
"20120406","5115152","2016517","회수","N11S",1,4
"20120405","5083226","2056331","회수","N11",1,305
"20120402","5083226","2056331","회수","N11",1,1
"20120402","5115152","2016517","회수","N11S",1,10
"20120411","5115152","2016517","회수","N11",1,280
"20120411","5115152","2066007","회수","N11",1,173
"20120412","5083226","2056331","회수","N11",1,89
"20120412","5083226","2056331","회수","N12",1,22
"20120412","5115152","2016517","회수","N11",1,837
"20120417","5113634","2177724","회수","PA12",1,17
"20120416","5083226","2056331","회수","N11",1,115
"20120416","5115152","2066007","회수","N11S",1,2
"20120413","5115152","2016517","회수","N11S",1,6
"20120409","5115152","2066007","회수","N11",1,240
"20120420","5115152","2016517","회수","N11S",1,3
"20120423","5113634","2177724","회수","PA11",1,8
"20120421","5083226","2056331","회수","P13",1,1
"20120418","5083226","2056331","회수","N11",1,119
"20120502","5113634","2177724","회수","PA12",1,12
"20120430","5115152","2016517","회수","N11",1,839
"20120507","5113634","2177724","회수","PA12",1,6
"20120507","5115152","2016517","회수","N11",1,1356
"20120507","5115152","2108639","회수","N11",1,1389
"20120510","5083226","2056331","회수","N11",1,2
"20120510","5113634","2161212","회수","PA12",1,14
"20120504","5115152","2066007","회수","N11S",1,3
"20120515","5115152","2016517","회수","N11",1,241
"20120515","5113634","2179609","회수","PA12",1,9
"20120511","5115152","2016517","회수","N11",1,555
"20120511","5115152","2066007","회수","N11",1,241
"20120511","5083226","2056331","회수","N12",1,16
"20120525","5083226","2056331","회수","N12",1,21
"20120526","5115152","2016517","회수","N11S",1,12
"20120525","5113634","2179609","회수","PA11",1,26
"20120521","5113634","2179609","회수","PA12",1,7
"20120601","5115152","2066007","회수","N11S",1,1
"20120601","5083226","2056331","회수","N11",1,20
"20120529","5083226","2056331","회수","N12",1,18
"20120529","5115152","2016517","회수","N11S",1,6
"20120608","5115152","2066007","회수","N11S",1,3
"20120611","5113634","2179609","회수","PA11",1,11
"20120606","5115152","2108639","회수","N11S",1,2
"20120605","5152378","2116717","회수","L14",1,110
"20120615","5115152","2108639","회수","N11",1,280
"20120615","5113634","2179609","회수","PA11",1,2
"20120620","5115152","2016517","회수","N11",1,556
"20120620","5115152","2066007","회수","N12",1,54
"20120620","5115152","2066007","회수","W11",1,4
"20120619","5083226","2056331","회수","N11",1,2
"20120619","5113634","2179609","회수","PA11",1,4
"20120614","5083226","2056331","회수","N12",1,18
"20120624","5083226","2056331","회수","N11",1,18
"20120623","5115152","2066007","회수","N11",1,241
"20120622","5152378","2116717","회수","L14",1,116
"20120628","5115152","2016517","회수","N11S",1,2
"20120626","5113634","2179609","회수","PA12",1,11
"20120625","5083226","2056331","회수","N11",1,1
"20120621","5115152","2066007","회수","N11",1,241
"20120702","5083226","2056331","회수","N11",1,36
"20120702","5115152","2016517","회수","N11",1,1869
"20120704","5113634","2179609","회수","PA12",1,5
"20120629","5083226","2056331","회수","N11",2,17
"20120629","5113634","2179609","회수","PA12",1,13
"20120630","5115152","2016517","회수","N11",1,450
"20120709","5083226","2056331","회수","N11",1,2
"20120713","5115152","2066007","회수","N11S",1,1
"20120707","5115152","2016517","회수","N12",1,30
"20120717","5115152","2016517","회수","N11S",1,9
"20120720","5113634","2179609","회수","PA11",1,5
"20120721","5115152","2016517","회수","N11S",1,7
"20120718","5113634","2179609","회수","PA11",1,5
"20120719","5115152","2066007","회수","N11S",1,3
"20120714","5115152","2016517","회수","N11",1,831
"20120714","5115152","2016517","회수","N11S",1,9
"20120714","5152378","2116717","회수","L14",1,133
"20120730","5115152","2016517","회수","N11S",1,10
"20120726","5113634","2179609","회수","PA12",1,5
"20120723","5115152","2066007","회수","N11",1,242
"20120801","5113634","2179609","회수","PA11",1,15
"20120802","5115152","2016517","회수","N11",1,1074
"20120803","5083226","2056331","회수","P14",1,4
"20120804","5115152","2016517","회수","N11",1,2118
"20120731","5113634","2179609","회수","PA11",1,12
"20120811","5115152","2016517","회수","N11S",1,8
"20120815","5115152","2016517","회수","N11S",1,9
"20120815","5115152","2016517","회수","N12",1,40
"20120813","5083226","2056331","회수","N12",1,12
"20120821","5113634","2179609","회수","PA11",1,10
"20120821","5115152","2016517","회수","N11",1,1040
"20120818","5113634","2179609","회수","PA12",1,4
"20120827","5115152","2066007","회수","N11S",1,2
"20120828","5083226","2056331","회수","N12",1,18
"20120830","5083226","2056331","회수","N11",1,61
"20120824","5115152","2066007","회수","N11S",1,2
"20120825","5115152","2066007","회수","N11S",1,2
"20120907","5083226","2056331","회수","N11",1,22
"20120903","5115152","2016517","회수","N11",1,2128
"20120901","5115152","2016517","회수","N11S",1,4
"20120915","5115152","2016517","회수","N11",1,560
"20120914","5115152","2066007","회수","N11",1,242
"20120913","5083226","2056331","회수","N12",1,11
"20120921","5083226","2056331","회수","P14",1,1
"20120920","5113634","2179609","회수","PA12",1,6
"20120918","5115152","2016517","회수","N11S",1,3
"20120917","5083226","2056331","회수","N11",1,29
"20120917","5115152","2066007","회수","N11S",1,2
"20120917","5115152","2066007","회수","N12",1,20
"20120926","5083226","2056331","회수","N11",1,68
"20121004","5115152","2016517","회수","N11",1,280
"20121003","5113634","2179609","회수","PA11",1,12
"20120929","5115152","2016517","회수","N11",1,840
"20120928","5113634","2179609","회수","PA12",1,8
"20120928","5115152","2016517","회수","N12",1,24
"20121008","5115152","2016517","회수","N12",1,20
"20121008","5113634","2179609","회수","PA12",1,15
"20121009","5083226","2056331","회수","P14",1,6
"20121005","5113634","2179609","회수","PA12",1,16
"20121015","5083226","2056331","회수","N11",1,35
"20121019","5113634","2179609","회수","PA11",1,7
"20121019","5115152","2016517","회수","N11S",1,2
"20121019","5115152","2016517","회수","N12",1,20
"20121018","5113634","2179609","회수","PA12",1,20
"20121017","5083226","2056331","회수","N11",1,75
"20121017","5083226","2056331","회수","P14",1,2
"20121017","5113634","2179609","회수","PA11",1,10
"20121017","5115152","2066007","회수","N11",1,242
"20121017","5115152","2066007","회수","N11S",1,2
"20121012","5113634","2179609","회수","PA12",1,9
"20121023","5115152","2066007","회수","N11",1,243
"20121027","5152378","2116717","회수","L14",1,77
"20121022","5113634","2179609","회수","PA12",1,18
"20121022","5115152","2066007","회수","N11",1,243
"20121031","5115152","2016517","회수","N11",1,1082
"20121103","5115152","2016517","회수","N11",1,280
"20121105","5083226","2056331","회수","N12",1,9
"20121105","5113634","2179609","회수","PA12",1,9
"20121102","5115152","2066007","회수","N11",1,242
"20121108","5115152","2016517","회수","N11",1,560
"20121113","5115152","2066007","회수","P11",1,1
"20121106","5083226","2056331","회수","N11",1,50
"20121115","5083226","2056331","회수","N12",1,6
"20121116","5152378","2116717","회수","L14",1,120
"20121121","5115152","2066007","회수","N11",1,243
"20121121","5115152","2066007","회수","N11S",1,1
